"IO_ID","Address","OccupantName","StructureName","PropUseType","PropUseTypeDescription","InspectionType_Full","LatestInspDate","InspWithinLastYear","address_id","lon","lat"
"160226","100 East Jefferson","DETROIT WINDSOR TUNNEL","DETROIT WINDSOR TUNNEL OFFICE","599"," Business Office","ANNUAL Business Occupancy","28/7/2022 16:10:28","Yes","347741","-83.042499","42.328347"
"160249","13601 West McNichols","PURE PLUS/CITGO GAS/Exotic Apparel","CITGO GAS STATION","571"," Service Station, Gas Station","ANNUAL Gas Station","28/7/2022 16:00:50","Yes","89283","-83.180282","42.416203"
"160444","115 Mack","Whole Foods","Whole Foods, Inc","500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","28/7/2022 15:35:35","Yes","252224","-83.056564","42.348526"
"160247","8930 West McNichols","Subway Restaurant","Marathon gas station","161"," Restaurant or Cafeteria","ANNUAL Mercantile Occupancy","28/7/2022 15:30:36","Yes","15048","-83.159833","42.417248"
"160281","12800 East Seven Mile","AL'S PETRO INC. (FASTRACK GAS)","FAST TRACK","571"," Service Station, Gas Station","ANNUAL Gas Station","28/7/2022 15:00:02","Yes","221632","-82.993207","42.434489"
"160241","14306 Gratiot","Check in Go #6660","Northeast Village Shops","599"," Business Office","ANNUAL Business Occupancy","28/7/2022 14:31:57","Yes","351443","-82.977371","42.435265"
"160280","13033 East Seven Mile","K & SONS GAS MART/ CITGO GAS STATION","CITGO GAS STATION","571"," Service Station, Gas Station","ANNUAL Gas Station","28/7/2022 14:00:23","Yes","221568","-82.990514","42.435133"
"160276","13347 Conant","CONEY STAR",,"500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","28/7/2022 13:50:57","Yes","271999","-83.061309","42.414942"
"160292","19200 Wyoming","Michigan First Credit Union",,"592"," Bank","ANNUAL Business Occupancy","28/7/2022 13:15:00","Yes","26656","-83.160646","42.43285"
"160239","14318 Gratiot","FAMILY DOLLAR #28708","Northeast Village Shops","500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","28/7/2022 13:02:55","Yes","97673","-82.97642","42.43553"
"160279","1200 East Seven Mile","VALERO GAS STATION","VALERO GAS STATION","571"," Service Station, Gas Station","ANNUAL Gas Station","28/7/2022 13:00:01","Yes","281994","-83.090994","42.432294"
"160345","13741 West Chicago","METRO AUTO SALES","Metro Auto Sales","579"," Motor Vehicle or Boat Sales, Services, Repair","ANNUAL Business Occupancy","28/7/2022 13:00:00","Yes","216273","-83.179778","42.365459"
"141515","70 West Alexandrine","PURE DETROIT","Strathmore Apartments","500"," Mercantile, Business - Other","ANNUAL High Rise","28/7/2022 12:37:41","Yes","233377","-83.061352","42.350454"
"159647","6600 Mt Elliott","Ground Effects LLC",,"600"," Ind., Utility, Defense, Agriculture, Mining - Other","ANNUAL Industrial Occupancy","28/7/2022 12:35:43","Yes","540108","-83.036684","42.384774"
"160107","3732 East Eight Mile","Ocean Fish LLC",,"500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","28/7/2022 11:46:42","Yes","285861","-83.067228","42.446917"
"160216","607 Shelby","The 607","The 607","500"," Mercantile, Business - Other","ANNUAL Business Occupancy","28/7/2022 11:27:51","Yes","28382","-83.048387","42.329276"
"160233","10571 Grand River","Kimmel Scrap Iron","Kimmel Scrap Iron","700"," Manufacturing, Processing","ANNUAL Industrial Occupancy","28/7/2022 11:13:42","Yes","216382","-83.148033","42.371193"
"160236","4128 East McNichols","Detroit Best Wings",,"500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","28/7/2022 11:03:48","Yes","367827","-83.061656","42.418463"
"156534","12711 West Eight Mile","Exxon","Exxon","571"," Service Station, Gas Station","ANNUAL Gas Station","28/7/2022 09:19:39","Yes","19169","-83.17193","42.445013"
"160198","3199 Gratiot (AKA 3201 GRATIOT)","LEEN PETRO INC. Marathon Gas Station","Marathon Gas Station","571"," Service Station, Gas Station","ANNUAL Gas Station","27/7/2022 23:21:30","Yes","262273","-83.028581","42.358478"
"160196","2153 Gratiot","Gratiot Gas/Mini Mart Inc - BP GAS.","GRATIOT GAS & MINI MART,INC.","571"," Service Station, Gas Station","ANNUAL Gas Station","27/7/2022 23:00:50","Yes",,,
"154378","1800 East Eight Mile","Golden Greek Lounge","Golden Greek Lounge","100"," Assembly - Other","ANNUAL Assembly Occupancy","27/7/2022 19:11:09","Yes","281991","-83.084401","42.446728"
"160189","14001 Fenkell","LEES TEXAS SYLE BAR-B-Q","TEXAS STYLE BBQ","UUU"," Undetermined","ANNUAL Business Occupancy","27/7/2022 18:07:40","Yes","86631","-83.18252","42.401807"
"158376","260 Mt Elliott","BUNNI, MOHAMAD ZAHER",,"UUU"," Undetermined","ANNUAL Business Occupancy","27/7/2022 16:35:56","Yes","240563","-83.009237","42.342945"
"159008","12934 Evergreen","Mood 420","Moonlight Leaf Company Inc.","500"," Mercantile, Business - Other","ANNUAL Business Occupancy","27/7/2022 16:00:00","Yes","351086","-83.236045","42.383342"
"160213","13640 West Chicago","STARTEC AUTO SERVICE INC","STARTEC AUTO SERVICE INC","579"," Motor Vehicle or Boat Sales, Services, Repair","ANNUAL Repair Garage","27/7/2022 15:50:06","Yes","216305","-83.178688","42.366015"
"160177","14304 Gratiot","Boost Mobile",,"500"," Mercantile, Business - Other","ANNUAL Business Occupancy","27/7/2022 15:06:32","Yes","351439","-82.977379","42.435249"
"160338","24502 West Seven Mile","Charles J. Edison","Charles J. Edison (CJE) Center","100"," Assembly - Other","ANNUAL Business Occupancy","27/7/2022 15:00:00","Yes","120516","-83.283202","42.42901"
"160183","15045 Mack","Und","East Bar","UUU"," Undetermined","ANNUAL Assembly Occupancy","27/7/2022 15:00:00","Yes","333589","-82.945913","42.387854"
"160212","11001 East Seven Mile","BEEDY ENTERPRISES INC",,"571"," Service Station, Gas Station","ANNUAL Business Occupancy","27/7/2022 14:30:18","Yes","255014","-83.013985","42.434414"
"160176","14302 Gratiot","K & H Nails Spa","Northeast Village Shops","500"," Mercantile, Business - Other","ANNUAL Business Occupancy","27/7/2022 14:16:19","Yes","351436","-82.977394","42.435226"
"160337","24444 West Seven Mile","Church in Detroit","Charles J. Edison ( CJE) Center","100"," Assembly - Other","ANNUAL Assembly Occupancy","27/7/2022 14:00:00","Yes","353322","-83.282751","42.429023"
"160175","14296 Gratiot","FOOT LOCKER #08523","NORTHEAST VILLAGE SHOPPING CENTER","500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","27/7/2022 13:43:43","Yes","351425","-82.977425","42.435177"
"160174","19100 Kelly","Wendy's","WENDY # 206","500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","27/7/2022 13:04:23","Yes","152269","-82.95324","42.435051"
"160397","403 South DIX","CHARMED ENTERTAINMENT LLC.","Charmed Entertainment","UUU"," Undetermined","ANNUAL Business Occupancy","27/7/2022 12:30:04","Yes","346905","-83.153202","42.293968"
"160336","19737 West Seven Mile","PLANET 313",,"500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","27/7/2022 12:00:00","Yes","352931","-83.237627","42.429368"
"160210","11030 Morang","FOH GAS MART LLC.","FOH GAS MART/MOBILE","571"," Service Station, Gas Station","ANNUAL Business Occupancy","27/7/2022 11:30:22","Yes","317023","-82.941956","42.423212"
"160164","15130 Gratiot","EASTBURN FUEL MART","Marathon","571"," Service Station, Gas Station","ANNUAL Gas Station","27/7/2022 10:42:01","Yes","113569","-82.970248","42.445433"
"160160","500 Temple","Theater Bizarre Masquerade","Masonic Temple","100"," Assembly - Other","ANNUAL High Rise","27/7/2022 10:03:14","Yes","219519","-83.060124","42.34175"
"158060","21100 West McNichols","Trinity Liquor Store","Trinity Liquor Store","511"," Convenience Store","ANNUAL Mercantile Occupancy","26/7/2022 22:12:40","Yes","111321","-83.249502","42.415156"
"160152","11000 East Seven Mile","MSH Mini Mart / Marathon",,"571"," Service Station, Gas Station","ANNUAL Gas Station","26/7/2022 20:10:38","Yes","221383","-83.013923","42.433875"
"160102","11155 Gratiot Avenue","MI GAS PETRO, INC (BP GAS)","BP","571"," Service Station, Gas Station","ANNUAL Gas Station","26/7/2022 16:38:04","Yes","247334","-82.995792","42.408399"
"113682","10070 Gratiot","Vacant and Idle","76","UUU"," Undetermined","ANNUAL Gas Station","26/7/2022 16:30:56","Yes","290741","-83.003836","42.394664"
"158112","2995 East Grand Boulevard","BLACK FAMILY DEVELOPMENT","Black Family Development","599"," Business Office","ANNUAL Business Occupancy","26/7/2022 16:13:24","Yes","336889","-83.069131","42.371334"
"160332","19100 Telegraph","BP 21","BP Gas Station","571"," Service Station, Gas Station","ANNUAL Gas Station","26/7/2022 16:00:00","Yes","132994","-83.277106","42.4293"
"160085","3766 Gratiot","GRATIOT GAS EXPRESS, INC","Gratiot Gas Express","571"," Service Station, Gas Station","ANNUAL Gas Station","26/7/2022 15:45:53","Yes","539566","-83.023879","42.364135"
"159671","7278 Dix","Taqueria Mi Pueblo",,"100"," Assembly - Other","ANNUAL Assembly Occupancy","26/7/2022 15:38:29","Yes","39747","-83.124153","42.317149"
"159673","7271 Dix","Kiosko Hall","KIOSKO HALL","100"," Assembly - Other","ANNUAL Assembly Occupancy","26/7/2022 15:37:19","Yes","39705","-83.123855","42.316653"
"160086","3600 Gratiot","Sunset Liquor","Sunset Liquor","500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","26/7/2022 15:33:49","Yes","327099","-83.025194","42.362405"
"160106","19940 Van Dyke","American Serbian Memorial Hall","AMERICAN SERBIAN MEMORIAL","100"," Assembly - Other","ANNUAL Assembly Occupancy","26/7/2022 15:22:51","Yes","266641","-83.024047","42.442119"
"158395","10100 Mack","A&D INVESTMENTS BP GAS STATION","BP GAS STATION","571"," Service Station, Gas Station","ANNUAL Gas Station","26/7/2022 15:12:36","Yes","343711","-82.990212","42.373556"
"160218","1301 Orleans","VACANT","LAFAYETTE TOWERS APARTMENTS","UUU"," Undetermined","ANNUAL High Rise","26/7/2022 15:12:25","Yes","248911","-83.032461","42.340539"
"160331","19025 Telegraph","SEVEN TEL MARATHON","MARATHON GAS STATION","571"," Service Station, Gas Station","ANNUAL Gas Station","26/7/2022 15:00:00","Yes","119762","-83.278513","42.428446"
"160079","4800 West Fort","SOUTHWEST FUEL STOP / SHELL","U.S. Petro Mart, Inc.","571"," Service Station, Gas Station","ANNUAL Gas Station","26/7/2022 14:52:14","Yes","349344","-83.094407","42.311007"
"152644","2627 John R","Vacant / Mercantile","DEGAGE, LLC","NNN"," None","ANNUAL High Rise","26/7/2022 14:42:56","Yes","329364","-83.052239","42.343011"
"159700","350 Monroe","Delux Cocktail Lounge","Delux Cocktail Lounge","100"," Assembly - Other","ANNUAL Assembly Occupancy","26/7/2022 14:35:06","Yes",,,
"160150","10905 Gratiot","Gratiot and Conner Gas LLC","MARATHON GAS STATION","571"," Service Station, Gas Station","ANNUAL Gas Station","26/7/2022 13:50:51","Yes","350689","-82.997765","42.405437"
"160083","1701 East Grand Boulevard","1701 EXPRESS - CITGO","CITGO GAS STATION","571"," Service Station, Gas Station","ANNUAL Gas Station","26/7/2022 13:21:45","Yes","258602","-83.031932","42.376174"
"160087","3570 Mt Elliott","GRANDY'S CONEY ISLAND","GRANDYS CONEY ISLAND","500"," Mercantile, Business - Other","ANNUAL Business Occupancy","26/7/2022 12:28:11","Yes","331484","-83.021025","42.36118"
"160328","20545 West Seven Mile","AAZ Gas Mart / CITGO GAS","CITGO GAS STATION & PATTON AUTO REPAIR","571"," Service Station, Gas Station","ANNUAL Gas Station","26/7/2022 11:00:00","Yes","103469","-83.244921","42.429095"
"160327","19331 West Seven Mile","LUCKY MINI MART INC. SUNOCO GAS STATION","SUNOCO GAS STATION","571"," Service Station, Gas Station","ANNUAL Gas Station","26/7/2022 10:00:00","Yes","115690","-83.232818","42.429409"
"141436","6380 Marcus","L.I.J.B.S.Entreprises LLC","L.I.J.B.S. Enterprises LLC","600"," Ind., Utility, Defense, Agriculture, Mining - Other","ANNUAL Industrial Occupancy","25/7/2022 16:15:47","Yes","153415","-83.035673","42.395751"
"160089","9122 Dexter","EAGLE CONEY ISLAND","Eagle One Coney Island","500"," Mercantile, Business - Other","ANNUAL Business Occupancy","25/7/2022 14:24:47","Yes","350351","-83.117157","42.369759"
"149136","7722 East Eight Mile","Holbrook Auto Parts","Holbrook Auto","500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","25/7/2022 14:08:21","Yes","349953","-83.025307","42.448048"
"160048","20110 Woodward","AMAZON",,"800"," Storage - Other","ANNUAL Business Occupancy","25/7/2022 11:28:15","Yes","403608","-83.113327","42.441309"
"160091","1301 West Lafayette","CROSS CULTURE SALON",,"UUU"," Undetermined","ANNUAL Assembly Occupancy","25/7/2022 11:10:15","Yes","286027","-83.060052","42.326085"
"156108","10820 Whittier","The Legacy Banquet Hall",,"100"," Assembly - Other","ANNUAL Assembly Occupancy","24/7/2022 21:16:33","Yes","295521","-82.954043","42.417659"
"160115","21625 West Eight Mile","Diamonds & Curlz",,"500"," Mercantile, Business - Other","ANNUAL Business Occupancy","23/7/2022 20:49:14","Yes","101325","-83.257094","42.442876"
"160125","13535 Puritan","Sunkiss  Market/SUNKIST PIZZA","SUNKIST MARKET/SUNKIST PIZZA","500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","23/7/2022 18:51:28","Yes","87986","-83.179079","42.409094"
"160127","13505 Puritan","Hookah World","Hookah World","500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","23/7/2022 18:05:37","Yes","351221","-83.178551","42.409145"
"160129","19655 Grand River","Cutz Lounge",,"599"," Business Office","ANNUAL Business Occupancy","23/7/2022 17:45:30","Yes","127203","-83.236291","42.407689"
"160130","21621 West Eight Mile","Smokez Ave",,"500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","23/7/2022 16:31:46","Yes","353192","-83.257202","42.442876"
"145183","16086 East Eight Mile","Royalty Party Store","ROYALTY FOODS","500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","23/7/2022 16:07:07","Yes","99078","-82.954404","42.449829"
"160015","29 Baltimore  East","Craft Cannabis Club",,"100"," Assembly - Other","ANNUAL Assembly Occupancy","23/7/2022 02:12:15","Yes","336179","-83.071374","42.368832"
"158973","18111 West Eight Mile","H & Z OIL CO/MOBIL GAS","MOBIL GAS STATION","571"," Service Station, Gas Station","ANNUAL Gas Station","23/7/2022 01:38:46","Yes","535759","-83.220616","42.443873"
"154298","449 East Milwaukee","KIESLING",,"100"," Assembly - Other","ANNUAL Assembly Occupancy","22/7/2022 20:44:39","Yes","336904","-83.067043","42.371337"
"160005","928 West McNichols","Menjos","Menjo's","140"," Clubs - Other","ANNUAL Assembly Occupancy","22/7/2022 19:01:56","Yes","279448","-83.115279","42.417839"
"160171","1100 Oakman Boulevard","National Storage Centers",,"500"," Mercantile, Business - Other","ANNUAL Storage Occupancy","22/7/2022 13:00:00","Yes","536832","-83.117973","42.401372"
"159970","6545 Woodward","URBANUM DETROIT",,"500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","22/7/2022 11:30:29","Yes","5061","-83.073314","42.369654"
"159969","6549 woodward","Joe Louis Southern Kitchen",,"100"," Assembly - Other","ANNUAL Business Occupancy","22/7/2022 10:48:09","Yes","336471","-83.073371","42.369713"
"159968","6525 Woodward","Textures by Nefertiti",,"500"," Mercantile, Business - Other","ANNUAL Business Occupancy","22/7/2022 10:37:35","Yes","349678","-83.072693","42.369091"
"159967","6541 Woodward","WOODWARD GRAND LLC",,"UUU"," Undetermined","ANNUAL Business Occupancy","22/7/2022 10:30:04","Yes","540093","-83.073287","42.369587"
"160122","12924 Puritan","Desmond's Elegant Affairs","Desmond's Elegant Affairs","100"," Assembly - Other","ANNUAL Assembly Occupancy","21/7/2022 21:48:33","Yes","87917","-83.172451","42.409658"
"160121","13501 Puritan","Sunkiss Manor Banquet Hall","Sunkiss Manor Banquet Hall","100"," Assembly - Other","ANNUAL Assembly Occupancy","21/7/2022 21:32:50","Yes","541400","-83.178544","42.409062"
"160120","13980 Greenfield","Redeemed Christian Church of God Winners Chapel","The Redeemed Christian Church of God Winners Chapel","100"," Assembly - Other","ANNUAL Assembly Occupancy","21/7/2022 21:04:35","Yes","128976","-83.197701","42.388274"
"159999","24671 Grand River","DAIRY QUEEN",,"500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","21/7/2022 19:32:44","Yes","130137","-83.285401","42.427258"
"158591","24600 Grand River","LUXORY MOTOR",,"UUU"," Undetermined","ANNUAL Business Occupancy","21/7/2022 18:24:59","Yes","119848","-83.284599","42.428004"
"160066","10100 East Warren","Detroit Stop Inc Mobil Gas","Mobil","571"," Service Station, Gas Station","ANNUAL Gas Station","21/7/2022 17:10:05","Yes","301208","-82.996202","42.38215"
"159935","2 Washington Boulevard","Fort Pontchartrain","Crowne Plaza","449"," Hotel/motel, Commercial","ANNUAL High Rise","21/7/2022 17:07:05","Yes","288420","-83.047662","42.328003"
"159934","7208 West Fort","MOTZ'S BURGERS INC",,"500"," Mercantile, Business - Other","ANNUAL Business Occupancy","21/7/2022 16:41:58","Yes","349790","-83.113692","42.302583"
"159933","1132 Lawndale","LOS COMPADRE BAR",,"162"," Bar or Nightclub","ANNUAL Business Occupancy","21/7/2022 16:39:35","Yes","39817","-83.126755","42.301243"
"159925","1601 Springwells","LA PASADA, INC","La Pasada","162"," Bar or Nightclub","ANNUAL Business Occupancy","21/7/2022 16:07:39","Yes","48970","-83.124101","42.306786"
"159305","16921 Telegraph","Sun China Restaurant","Sun China","500"," Mercantile, Business - Other","ANNUAL Business Occupancy","21/7/2022 16:00:00","Yes","105691","-83.277748","42.41367"
"159929","2744 West Fort","US Customs / Border Protection","4 CBP Booths","926"," Outbuilding, Protective Shelter","ANNUAL Business Occupancy","21/7/2022 15:45:46","Yes","413672","-83.076467","42.318536"
"160067","9240 Gratiot","A-2 EXPRESS / CITGO GAS STATION","CITGO GAS STATION","571"," Service Station, Gas Station","ANNUAL Gas Station","21/7/2022 15:45:29","Yes","80105","-83.007141","42.389688"
"155759","18151 West Chicago","MASHRAH FUEL MART LLC","Sunoco Gas Station","571"," Service Station, Gas Station","ANNUAL Gas Station","21/7/2022 14:44:19","Yes","215523","-83.21787","42.364679"
"160068","1001 East Warren","ANA Enterprises INC. ( Mobile Gas)","MOBILE GAS STATION","571"," Service Station, Gas Station","ANNUAL Gas Station","21/7/2022 14:30:05","Yes","283358","-83.053578","42.361672"
