"number","amount","description","status","supplier","city","state","start_date","end_date","contract_link"
"3052998","242.5","TO PROVIDE MAINTENANCE, REPLACEMENT/REPAIR OF PARTS FOR TIBA EQUIPMENT FOR THE CITY OF DETROIT, MUNICIPAL PARKING DEPARTMENT PER AGREEMENT 6003836 ","Closed","TRAFFIC SAFETY CONTROL SYSTEM INC","WIXOM","MI","19/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052998.pdf"
"3052996","2045.28","DWSD only 519593 - TIRE, TRAILER: MINI EXCAVATOR; GOODYEAR MARATHON, CARLISLE, FIRESTONE ONLY  ST 235/80R-16 LOAD RANGE D MAX LOADE SINGLE 1360 MAX LOAD DUAL 1180, PSI 65","Finally Closed","JEFFERSON CHEVROLET CO",,,"19/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052996.pdf"
"6003912","51100","Wayne County 18-19 Rouge Archery Range Renovation to furnish all labor, materials, tools, equipment, supervision, bonds and insurance required to complete project.","Open","WCI Contractors, Inc.","DETROIT","MI","19/10/2021 00:00:00","30/10/2022 00:00:00","https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/6003/Agreement_6003912.pdf"
"3053000","312.5","TO PROVIDE MAINTENANCE, REPLACEMENT/REPAIR OF PARTS FOR TIBA EQUIPMENT FOR THE CITY OF DETROIT, MUNICIPAL PARKING DEPARTMENT PER AGREEMENT 6003836","Closed","TRAFFIC SAFETY CONTROL SYSTEM INC","WIXOM","MI","19/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053000.pdf"
"3053008","810","Grant Fund - Creston Charging replacement/repair in the Detroit Emergency Operations Center, (non-warranty part)","Closed","BLUEWATER TECHNOLOGIES GROUP, INC","Wixom","MI","19/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053008.pdf"
"3053005","9028.47","FURNISH RENTAL VEHICLES FOR 11/2/21 ELECTION, DOE","Closed","ENTERPRISE FM TRUST","KANSAS CITY","MO","19/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053005.pdf"
"3053012","1199.96","PO for payment of AIR FRESHENER SPRAY-DISINFECT-22C658—DOT-PM-111129(REQUIRED TO ORDER-12 CANS PER CASE)See attached quote","Closed","STAPLES CONTRACT & COMMERCIAL LLC","Chicago","IL","19/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053012.pdf"
"3053010","1977","payment per quote CP11017","Closed for Invoicing","METCOM","Saint Clair Shores","MI","19/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053010.pdf"
"3053013","1998.56","payment per quote 12616","Closed","JANCO DISTRIBUTORS","DETROIT","MI","19/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053013.pdf"
"6003932","164875","Furnish Bike Lane Delineators per bid 21CJ181430 ","Open","SAFETY ZONE SPECIALISTS","Lakeland","FL","19/10/2021 00:00:00","18/10/2023 00:00:00","https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/6003/Agreement_6003932.pdf"
"3052999","91.68","FURNISH AUTOMOTIVE PART, DDOT","Open","BOB MAXEY FORD INC","DETROIT","MI","19/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052999.pdf"
"3053002","42700","Emergency Residential Demolition, 4028 Beniteau, (22RJ181719)","Open","DMC CONSULTANTS INC","DETROIT","MI","19/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053002.pdf"
"3053001","24400","Emergency Residential Demolition, 15702 Tracey, (22RJ181720)","Open","DMC CONSULTANTS INC","DETROIT","MI","19/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053001.pdf"
"3053007","1295","FY-22 TO PROVIDE PROCUREMENT OF WATER TREATMENT PRODUCTS FOR HVAC SYSTEM AT DDOT'S CENTRAL FACILITY. TO ADDRESS COOLING TOWER/CHILLER TO MINIMIZE SCALE, CORROSION AND BIOLOGICAL GROWETH; FOR THE SAFETY OF ALL PERSONNEL, VENDORS & VISITORS","Open","CHEMSEARCH","CHICAGO","IL","19/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053007.pdf"
"3053011","1999.31","payment per quote 6383","Closed","JANCO DISTRIBUTORS","DETROIT","MI","19/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053011.pdf"
"3052995","0","DWSD only 31203 - TOOL, FLARING:  3/4"" HAMMER TYPE FOR COPPER PIPE SHALL BE MADE OF HIGH QUALITY HARDENED STEEL.  MFG RIGID #41330 OR DWSD APPROVED ALTERNATE.","Finally Closed","MOTOR CITY PIPE & SUPPLY CO","DETROIT","MI","19/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052995.pdf"
"6004051","24000","100% ARPA ERAP 2 program attorneys will serve as Detroit Landlord Tenant Legal Counsel (DLTLC) representing Detroit residents in eviction proceedings.","Open","BABI LAW FIRM PLLC","Warren","MI","18/10/2021 00:00:00","17/10/2023 00:00:00","https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/6004/Agreement_6004051.pdf"
"3052991","5320","DSS: SPO in accordance with bids 181686 pricing.","Closed","MICHIGAN RECREATIONAL CONSTRUCTION","BRIGHTON","MI","18/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052991.pdf"
"6004037","24000","100% ARPA ERAP 2 program attorneys will serve as Detroit Landlord Tenant Legal Counsel (DLTLC) representing Detroit residents in eviction proceedings.","Open","Batti Law, PLLC","Troy","MI","18/10/2021 00:00:00","17/10/2023 00:00:00","https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/6004/Agreement_6004037.pdf"
"6004196","24000","100% ARPA ERAP 2 program attorneys will serve as Detroit Landlord Tenant Legal Counsel (DLTLC) representing Detroit residents in eviction proceedings.","Open","KITCH DRUTCHAS WAGNER VALITUTTI & SHERBROOK PC","DETROIT","MI","18/10/2021 00:00:00","17/10/2023 00:00:00","https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/6004/Agreement_6004196.pdf"
"6004160","24000","100% ARPA ERAP 2 program attorneys will serve as Detroit Landlord Tenant Legal Counsel (DLTLC) representing Detroit residents in eviction proceedings.","Open","ATTISHA LAW PLC","Keego Harbor","MI","18/10/2021 00:00:00","17/10/2023 00:00:00","https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/6004/Agreement_6004160.pdf"
"3052986","8181","DWSD Only - BOTTOM, STOP BOX:   PLASTIC  2 5/8"" X 45""","Closed","T & N SERVICES INC","DETROIT","MI","18/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052986.pdf"
"3052981","5909.4","Antifreeze Premixed Bulk 5600 Wabash Detroit Michigan 48207=450 gallons 5149 St. Jean Detroit Michigan 48213= 800 GallonsCC APPROVAL 11/17/2020","Open","VESCO OIL CORP","SOUTHFIELD","MI","18/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052981.pdf"
"3052968","492.79","FURNISH AUTOMOTIVE PARTS, DDOT","Open","BOB MAXEY FORD INC","DETROIT","MI","15/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052968.pdf"
"3052955","13000","Replacement PO for 3034503","Open","ARGUS GROUP HOLDINGS DBA PREMIER SAFETY","Detroit","MI","15/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052955.pdf"
"3052948","63250","FLOOD EMERGENCY- TO MOVE SUPPLIES WILL APPLY FOR REIMBURSEMENT","Closed","BDM TRANSPORT LLC","Detroit","MI","15/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052948.pdf"
"3052965","53.78","payment per quote WB222834179-1","Closed for Receiving","ULINE INC","WAUKEGAN","IL","15/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052965.pdf"
"3052954","712.1","Employee background checks","Closed","Quick Acquisition LLC dba Quick Search","Dallas","TX","15/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052954.pdf"
"3052951","2100","BNP repairs at 16205 Mark Twain","Closed","JOZEF CONTRACTOR INC.","Hamtramck","MI","15/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052951.pdf"
"3052952","148","2015 Michigan Building Code Item 3000S15MI","Closed","INTERNATIONAL CODE COUNCIL INC","BIRMINGHAM","AL","15/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052952.pdf"
"3052953","733","APA RENEWAL MEMBERSHIP","Closed for Receiving","AMERICAN PLANNING ASSOCIATION","CAROL STREAM","IL","15/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052953.pdf"
"6003920","2887416","Proposal N Demolition Group G1","Open","Inner City Contracting, LLC","Detroit","MI","15/10/2021 00:00:00","30/9/2023 00:00:00","https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/6003/Agreement_6003920.pdf"
"3052957","1920","payment per invoice AD360104","Open","DETROIT MEDIA PARTNERSHIP LP #1008","DETROIT","MI","15/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052957.pdf"
"3052956","3600","payment in reference agreement 6001758","Open","Detroit Legal News dba Inland Press","Detroit","MI","15/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052956.pdf"
"3052909","608.4","payment per invoice dated 14235","Closed for Receiving","MICHIGAN CHRONICLE PUBLISHING COMPANY","DETROIT","MI","14/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052909.pdf"
"3052917","19950","Initial registration fees for Commission on Accreditation for Law Enforcement Agencies (CALEA)NSP Authorized by LJ","Closed","COMMISSION ON ACCREDITATION FOR LAW ENFORCEMENT AGENCIES INC dba CALEA","Gainesville","Virginia","14/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052917.pdf"
"3052944","1304.78","This request is to replace finally closed PO # 3043003 against Contract # 265324 per Agency CFO. Original PO was closed due to new accounting string appropriations beginning in FY22.”","Open","ASSETWORKS LLC","PLANO","TX","14/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052944.pdf"
"3052902","283398.8","To encumber Recreation; Golf; Advance Payroll for 2nd quarter October through December 2021 - in accordance with CPA 6001245","Closed","Signet Golf Associates II, Inc","Pinehurst","NC","14/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052902.pdf"
"3052914","4257","FY22- DPD Cyber Crimes Team renewal of software maintenance and service license for the continued usage of the Cellebrite Extraction Software utilizing the Government Service Advantage(GSA)Ct# GS-35F-0119Y. Term: 9/1/2021-12/30/2022","Closed","CARAHSOFT TECHNOLOGY CORP","Reston","VA","14/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052914.pdf"
"3052911","19800","FY22 - RFP #22EW181710,3 Emergency Demolition of 9976 Belleterre GF Blight Funding FY22			Which expire 11/30/2022","Open","RDC CONSTRUCTION SERVICES","Detroit","Michigan","14/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052911.pdf"
"6003917","332850","To repair the existing seawall on the river front side of the Detroit Fire Department Fire Boat Station.","Open","E C KORNEFFEL COMPANY","Trenton","MI","14/10/2021 00:00:00","1/12/2023 00:00:00","https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/6003/Agreement_6003917.pdf"
"3052927","2589","payment per quote CP11023","Closed","METCOM","Saint Clair Shores","MI","14/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052927.pdf"
"3052922","0","FY 22; GSD ONLY; DETROIT SALT COMPANY LLC; BPA #6003144; 2500 TONS OF BULK ROCK SALTCC APPROVAL 11/24/2020","Finally Closed","DETROIT SALT COMPANY LLC","DETROIT","MI","14/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052922.pdf"
"3052908","264","Furnish moving services per quote","Open","BDM TRANSPORT LLC","Detroit","MI","14/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052908.pdf"
"3052941","22900","FY22 - RFP #22EW181711,2 Emergency Demolition of 9766 Phillip GF Blight Funding FY22			","Open","BLUE STAR INC","WARREN","MI","14/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052941.pdf"
"3052907","7930.5","FY22 DDOT FY22 DDOT This request is to replace finally closed PO # 3032469 per Agency CFO. Original PO was closed due to new accounting string appropriations beginning in FY22.” LINE 2","Open","STANDARD WASTE SERVICES","Utica","MI","14/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052907.pdf"
"3052913","28900","FY22 - RFP #22EW181683,2 Emergency Demolition of 4269 Webb GF Blight Funding FY22			Which expire on November 30,2022","Open","RDC CONSTRUCTION SERVICES","Detroit","Michigan","14/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052913.pdf"
"3052897","21272","PARKING SPACES FOR ELECTION STAFF TRAINING FOR NOVEMBER ELECTION","Closed","WAYNE PARKING LLC","Riverview","MI","13/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052897.pdf"
"3052892","69293","Payment for Fitzgerald Greenway services that were completed after the contract expired. ","Closed","PREMIER GROUP ASSOCIATES LC","DETROIT","MI","13/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052892.pdf"
"3052899","864","payment per ad account 360040","Open","DETROIT MEDIA PARTNERSHIP LP #1008","DETROIT","MI","13/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052899.pdf"
"3052895","467.38","Repair glass door in terminal building.","Open","HENDERSON GLASS, INC","Eastpointe","MI","13/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052895.pdf"
"3052893","876","100% COVID-19 Vaccine request for supplies at Williams Rec. will apply for FEMA reimbursement","Open","J & B MEDICAL SUPPLY COMPANY INC","WIXOM","MI","13/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052893.pdf"
"6003610","12336544.3","DWSD Only - Project WS-713 for Contract 6003610 for Water System Improvements at Jefferson Chalmers","Open","MAJOR CEMENT CO","DETROIT","MI","13/10/2021 00:00:00","12/10/2023 00:00:00","https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/6003/Agreement_6003610.pdf"
"3052887","713","payment per invoice 97003.","Closed for Receiving","SAWICKI & SON INC","DETROIT","MI","12/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052887.pdf"
"3052881","1872","PO to replace closed STANDARD WASTE PO # 3032469 per Agency CFO. Original PO was closed due to new accounting string appropriations beginning in FY22.” LINE 1","Open","STANDARD WASTE SERVICES","Utica","MI","12/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052881.pdf"
"3052846","5850","FY-22 DPW City Engineering Request for DWJBA Electrical services per Work Order 073108 for Suites 601 and 642.			","Closed for Invoicing","DETROIT WAYNE JOINT BLDG AUTHORITY","DETROIT","MI","12/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052846.pdf"
"6003906","86900","100% City funded through the Gordie Howe International Bridge Project to provide residential rehab for property at 8147 Chamberlain.","Open","JOZEF CONTRACTOR INC.","Hamtramck","MI","12/10/2021 00:00:00","11/10/2022 00:00:00","https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/6003/Agreement_6003906.pdf"
"6003902","115000","100% Private Grant Funding-Invest Detroit FCA Pass to provide roof repairs for occupied residential properties for Bridging Neighborhoods","Open","Presidential Construction Inc","Detroit","MI","12/10/2021 00:00:00","31/12/2022 00:00:00","https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/6003/Agreement_6003902.pdf"
"6003936","50000","WC 18-19; To provide Fencing, Walkways andPicnic areas to Knudsen Park","Open","MICHIGAN RECREATIONAL CONSTRUCTION","BRIGHTON","MI","12/10/2021 00:00:00","11/10/2022 00:00:00","https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/6003/Agreement_6003936.pdf"
"3052878","8918","To pay invoices per BPA 6002798","Open","STANDARD WASTE SERVICES","Utica","MI","12/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052878.pdf"
"6003907","203720","100% City funded through the Gordie Howe International Bridge Project to provide residential rehab for property at 16575 Monica and 16807 Tuller.","Open","JOZEF CONTRACTOR INC.","Hamtramck","MI","12/10/2021 00:00:00","11/10/2022 00:00:00","https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/6003/Agreement_6003907.pdf"
"3052856","2263.8","FY22 DDOT This request is to replace finally closed G.J PERELLI PO # 3046085 per Agency CFO. Original PO was closed due to new accounting string appropriations beginning in FY22.”","Open","G.J. Perelli Company","Birmingham","MI","12/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052856.pdf"
"3052855","19733","payment per Proposal 259445/REQUEST FOR QUOTE 181691","Open","WOLVERINE SOLUTIONS GROUP","DETROIT","MI","12/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052855.pdf"
"3052863","1307","payment per invoice 97004","Closed for Receiving","SAWICKI & SON INC","DETROIT","MI","12/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052863.pdf"
"3052886","24000","VEHICLE AND EQUIPMENT TOWING SERVICES FOR GSD, ENCUMBERING REMAINING FUNDS ON THE CONTRACT, WHICH WAS APP'D BY COUNCIL 11/19/19","Open","GOCH & SONS TOWING","Detroit","MI","12/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052886.pdf"
"6004180","24000","100% ARPA ERAP 2 program attorneys will serve as Detroit Landlord Tenant Legal Counsel (DLTLC) representing Detroit residents in eviction proceedings.","Open","Michael I Okechukwu","Farmington Hills","MI","12/10/2021 00:00:00","11/10/2023 00:00:00","https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/6004/Agreement_6004180.pdf"
"3052885","26960","Fire Training Manuals from RFQ 21KT181615","Closed for Invoicing","MICHIGAN STATE FIREMENS ASSN","SWARTZ CREEK","MI","12/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3052/PO_3052885.pdf"
