"inspectionid","inspectiondate","inspection_type","establishmentid","name","violation","violation_description","violation_type","item1","item2","item3","problem1","problem2","problem3","inspectarea","location1","location2","corrected","days_to_correct","date_corrected","correction_description","critical"
"59399","4/26/2022","Routine Inspection","51623163","Barcade","3-304.12","During pauses in FOOD preparation or dispensing, UTENSILS shall be stored:
(A) In the FOOD with their handles above the top of the FOOD and the container;
(B) In FOOD that is not POTENTIALLY HAZARDOUS with their handles above the      top of the FOOD within containers or EQUIPMENT that can be closed, such as      bins of sugar, flour, or cinnamon;
(C) On a clean portion of the FOOD preparation table or cooking EQUIPMENT
(D)  In running water, such as dipper well.
(E)  In a clean, protected location if the UTENSILS, such as ice scoops, are   used only with a FOOD that is not POTENTIALLY HAZARDOUS; or
(F)  In a container of water maintained at a temperature of at least 135° F.
","Core",,,,,,,"",,,"True","30","5/5/2022",,"False"
"59399","4/26/2022","Routine Inspection","51623163","Barcade","6-501.12","(A) PHYSICAL FACILITIES shall be cleaned as often as necessary to keep them clean.
(B) Except spill cleanup, cleaning shall be done during periods when the least amount of FOOD is exposed such as after closing. ","Core",,,,,,,"",,,"True","30","5/5/2022",,"False"
"59399","4/26/2022","Routine Inspection","51623163","Barcade","4-501.14","A WAREWASHING machine; the compartments of sinks, basins, or  other receptacles used for washing and rinsing EQUIPMENT, UTENSILS, or raw FOODS, or laundering wiping cloths; and drainboards or other EQUIPMENT used to substitute for drainboards shall be cleaned as required.
","Core",,,,,,,"",,,"True","30","5/5/2022",,"False"
"59397","5/3/2022","Other","5193","Gus's Fried Chicken","4-602.11","(A) Equipment FOOD-CONTACT SURFACES and UTENSILS shall be cleaned:     
  (1) Except as specified in ¶ (B) of this section, before each use with a different   type of raw animal FOOD such as beef, FISH, lamb, pork, or POULTRY; (P)   
  (2) Each time there is a change from working with raw FOODS to working with   READY-TO-EAT FOODS; (P)   
  (3) Between uses with raw fruits and vegetables and with POTENTIALLY   HAZARDOUS FOOD (TIME/TEMPERATURE CONTROL FOR SAFETY FOOD);   (P)   
  (4) Before using or storing a FOOD TEMPERATURE MEASURING   DEVICE; (P) and   
  (5) At any time during the operation when contamination may have occurred. (P)
(B) Subparagraph (A)(1) of this section does not apply if the FOOD-CONTACT SURFACE or UTENSIL is in contact with a succession of different raw animal FOODS each requiring a higher cooking temperature as specified under § 3-401.11 than the previous FOOD, such as preparing raw FISH followed by cutting raw poultry on the same cutting board.   
(C) Except as specified in ¶ (D) of this section, if used with POTENTIALLY HAZARDOUS FOOD (TIME/TEMPERATURE CONTROL FOR SAFETY FOOD), EQUIPMENT FOOD-CONTACT SURFACES and UTENSILS shall be cleaned throughout the day at least every 4 hours. (P)   
(D) Except when dry cleaning methods are used as specified under § 4-603.11, surfaces of UTENSILS and EQUIPMENT contacting FOOD that is not POTENTIALLY HAZARDOUS (TIME/TEMPERATURE CONTROL FOR SAFETY FOOD) shall be cleaned:     
  (1)   At any time when contamination may have occurred;
  (2)   At least every 24 hours for iced tea dispensers and CONSUMER self-service UTENSILS such as tongs, scoops, or ladles;
  (3) Before restocking CONSUMER self-service EQUIPMENT and UTENSILS such as condiment dispensers and display containers; and
  (4) In EQUIPMENT such as ice bins and BEVERAGE dispensing nozzles and   enclosed components of EQUIPMENT such as ice makers, cooking oil storage   tanks and distribution lines, BEVERAGE and syrup dispensing lines or tubes,   coffee bean grinders, and water vending EQUIPMENT:
     (a) At a frequency specified by the manufacturer, or
     (b) Absent manufacturer specifications, at a frequency necessary to preclude      accumulation of soil or mold.","Core",,,,,,,"",,,"False","10",,,"False"
"59397","5/3/2022","Other","5193","Gus's Fried Chicken","2-402.11","FOOD EMPLOYEES shall wear hair restraints such as hats, hair coverings or nets, beard restraints, and clothing that covers body hair, that are designed and worn to effectively keep their hair from contacting exposed FOOD; clean EQUIPMENT, UTENSILS, and LINENS; or unwrapped SINGLE-SERVICE or SINGLE-USE ARTICLES.","Core",,,,,,,"",,,"True","30","5/3/2022",,"False"
"59397","5/3/2022","Other","5193","Gus's Fried Chicken","4-501.18","The wash, rinse, and SANITIZE solutions shall be maintained clean.
","Core",,,,,,,"",,,"True","30","5/3/2022",,"False"
"59396","5/10/2022","Routine Inspection","2319","Golightly EEC Elementary","4-502.11","(A) UTENSILS shall be maintained in a state of repair or condition that complies with the requirements specified under Parts 4-1 and 4-2 or shall be discarded.
(B) FOOD TEMPERATURE MEASURING DEVICES shall be calibrated in accordance with manufacturer's specifications as necessary to ensure their accuracy. (Pf)   
(C) Ambient air temperature, water pressure, and water TEMPERATURE MEAURING DEVICES shall be maintained in good repair and be accurate within the intended range of use.","Foundation",,,,,,,"",,,"False","10",,,"True"
"59396","5/10/2022","Routine Inspection","2319","Golightly EEC Elementary","3-501.16","Except during preparation, cooking, or cooling, or when time is used as the public health control POTENTIALLY HAZARDOUS FOOD (TIME/TEMPERATURE CONTROL FOR SAFETY FOOD) shall be maintained:
(A)  135ºF or above, except that roasts properly cooked and cooled may be held              at a temperature of 130ºF; or (P)
(B)   At 41ºF or less (P)
","Priority",,,,,,,"",,,"True","10","5/10/2022",,"True"
"59393","5/2/2022","Routine Inspection","51623095","New Paradigm Loving Elementary","4-603.12","(A) FOOD debris on EQUIPMENT and UTENSILS shall be scrapped over a waste disposal unit or garbage receptacle or shall be removed in a WAREWASHING machine with a prewash cycle.
(B) If necessary for effective cleaning, UTENSILS and EQUIPMENT shall be preflushed, presoaked, or scrubbed with abrasives.
","Core",,,,,,,"",,,"False","30",,,"False"
"59393","5/2/2022","Routine Inspection","51623095","New Paradigm Loving Elementary","3-305.11","FOOD shall be protected from contamination by storing the FOOD:
(1)     In a clean, dry location;
(2)     Where it is not exposed to splash, dust, or other contamination; and
(3)     At least 15 cm (6 inches) above the floor, unless otherwise approved.
","Core",,,,,,,"",,,"True","30","5/2/2022",,"False"
"59393","5/2/2022","Routine Inspection","51623095","New Paradigm Loving Elementary","4-302.12","(A) FOOD TEMPERATURE MEASURING DEVICES shall be provided and readily accessible for use in ensuring attainment and maintenance of FOOD temperatures as specified under Chapter 3. (Pf)   
(B) A TEMPERATURE MEASURING DEVICE with a suitable small-diameter probe that is designed to measure the temperature of thin masses shall be provided and readily accessible to accurately measure the temperature in thin FOODS such as MEAT patties and FISH filets. (Pf)
","Foundation",,,,,,,"",,,"False","10",,,"True"
"59393","5/2/2022","Routine Inspection","51623095","New Paradigm Loving Elementary","6-301.12","Each HANDWASHING SINK or group of adjacent HANDWASHING SINKS shall be provided with:
(A) Individual, disposable towels; (Pf)
(B) A continuous towel system that supplies the user with a clean towel;(Pf) or 
(C) A heated-air hand drying device.(Pf)
(D) A hand drying device that employs an air-knife system that delivers high velocity pressurized air at ambient temperatures.(Pf)
","Foundation",,,,,,,"",,,"True","10","5/2/2022",,"True"
"59393","5/2/2022","Routine Inspection","51623095","New Paradigm Loving Elementary","4-501.18","The wash, rinse, and SANITIZE solutions shall be maintained clean.
","Core",,,,,,,"",,,"True","30","5/2/2022",,"False"
"59393","5/2/2022","Routine Inspection","51623095","New Paradigm Loving Elementary","4-501.14","A WAREWASHING machine; the compartments of sinks, basins, or  other receptacles used for washing and rinsing EQUIPMENT, UTENSILS, or raw FOODS, or laundering wiping cloths; and drainboards or other EQUIPMENT used to substitute for drainboards shall be cleaned as required.
","Core",,,,,,,"",,,"True","30","5/2/2022",,"False"
"59393","5/2/2022","Routine Inspection","51623095","New Paradigm Loving Elementary","4-601.11","(A) EQUIPMENT FOOD-CONTACT SURFACES and UTENSILS shall be clean to sight and touch. (Pf)
(B) The FOOD-CONTACT SURFACES of cooking EQUIPMENT and pans shall be kept free of encrusted grease deposits and other soil accumulations. 
(C) NonFOOD-CONTACT SURFACES of EQUIPMENT shall be kept free of an accumulation of dust, dirt, FOOD residue, and other debris. 
","Foundation",,,,,,,"",,,"True","10","5/2/2022",,"True"
"59393","5/2/2022","Routine Inspection","51623095","New Paradigm Loving Elementary","4-501.116","Concentration of the SANITIZING solution shall be accurately determined by using a test kit or other device. (Pf)
","Foundation",,,,,,,"",,,"False","10",,,"True"
"59392","4/29/2022","Routine Inspection","51622960","University Prep Academy HS--Green Bldg.","MFL289.2129","Sec. 2129. (1) All food establishments shall employ a minimum of 1 managerial employee as a food safety manager, who must be an individual who is currently certified under a personnel certification program accredited by the American National Standards Institute, utilizing the Conference for Food Protection standards:
(2) Beginning January 14, 2017 and every 5 years thereafter, a certified  food safety manager who supervises the operations of a food service establishment shall have completed a food safety training program
containing an allergen awareness  component that has been approved by  the department. A food service establishment shall retain records on the  site of the food service establishment documenting compliance of its  certified food safety managers with this subsection. ","Core","",,,,,,"",,,"False","30",,,"False"
"59391","4/29/2022","Routine Inspection","51622961","University Prep Academy HS--Purple Bldg.","6-501.11","PHYSICAL FACILITIES shall be maintained in good repair.
","Core",,,,,,,"",,,"False","30",,,"False"
"59390","4/29/2022","Routine Inspection","4092","University Prep Academy HS--Blue Bldg.","MFL289.2129","Sec. 2129. (1) All food establishments shall employ a minimum of 1 managerial employee as a food safety manager, who must be an individual who is currently certified under a personnel certification program accredited by the American National Standards Institute, utilizing the Conference for Food Protection standards:
(2) Beginning January 14, 2017 and every 5 years thereafter, a certified  food safety manager who supervises the operations of a food service establishment shall have completed a food safety training program
containing an allergen awareness  component that has been approved by  the department. A food service establishment shall retain records on the  site of the food service establishment documenting compliance of its  certified food safety managers with this subsection. ","Core","",,,,,,"",,,"False","30",,,"False"
"59390","4/29/2022","Routine Inspection","4092","University Prep Academy HS--Blue Bldg.","6-501.11","PHYSICAL FACILITIES shall be maintained in good repair.
","Core",,,,,,,"",,,"False","30",,,"False"
"59389","5/12/2022","Routine Inspection","51622806","University Prep Arts and Design HS","3-501.16","Except during preparation, cooking, or cooling, or when time is used as the public health control POTENTIALLY HAZARDOUS FOOD (TIME/TEMPERATURE CONTROL FOR SAFETY FOOD) shall be maintained:
(A)  135ºF or above, except that roasts properly cooked and cooled may be held              at a temperature of 130ºF; or (P)
(B)   At 41ºF or less (P)
","Priority",,,,,,,"",,,"True","10","5/12/2022",,"True"
"59389","5/12/2022","Routine Inspection","51622806","University Prep Arts and Design HS","4-501.18","The wash, rinse, and SANITIZE solutions shall be maintained clean.
","Core",,,,,,,"",,,"True","30","5/12/2022",,"False"
"59389","5/12/2022","Routine Inspection","51622806","University Prep Arts and Design HS","4-501.14","A WAREWASHING machine; the compartments of sinks, basins, or  other receptacles used for washing and rinsing EQUIPMENT, UTENSILS, or raw FOODS, or laundering wiping cloths; and drainboards or other EQUIPMENT used to substitute for drainboards shall be cleaned as required.
","Core",,,,,,,"",,,"False","30",,,"False"
"59388","5/16/2022","Routine Inspection","3354","DSA Detroit School of Arts (9-12)","3-501.16","Except during preparation, cooking, or cooling, or when time is used as the public health control POTENTIALLY HAZARDOUS FOOD (TIME/TEMPERATURE CONTROL FOR SAFETY FOOD) shall be maintained:
(A)  135ºF or above, except that roasts properly cooked and cooled may be held              at a temperature of 130ºF; or (P)
(B)   At 41ºF or less (P)
","Priority",,,,,,,"",,,"True","10","5/16/2022",,"True"
"59388","5/16/2022","Routine Inspection","3354","DSA Detroit School of Arts (9-12)","6-501.112","Dead or trapped birds, insects, rodents, and other pests shall be removed from control devices and the PREMISES at a frequency that prevents their accumulation,  decomposition, or the attraction of pests.
","Core",,,,,,,"",,,"False","30",,,"False"
"59387","5/17/2022","Routine Inspection","51623056","Poke Poke","4-601.11","(A) EQUIPMENT FOOD-CONTACT SURFACES and UTENSILS shall be clean to sight and touch. (Pf)
(B) The FOOD-CONTACT SURFACES of cooking EQUIPMENT and pans shall be kept free of encrusted grease deposits and other soil accumulations. 
(C) NonFOOD-CONTACT SURFACES of EQUIPMENT shall be kept free of an accumulation of dust, dirt, FOOD residue, and other debris. 
","Foundation",,,,,,,"",,,"False","10",,,"True"
